stat,mbti,enneagram,role,movie,img_url
46 / 12  ,ENFP,7w6,Genie,   Aladdin (2019),https://www.personality-database.com/profile_images/35858.png?=undefined
45 / 20  ,ENFP,6w7,Xenophilius Lovegood,   Harry Potter (franchise),https://www.personality-database.com/profile_images/45181.png?=undefined
45 / 14  ,ENFP,7w8,Jackson Maine,   A Star is Born (2018),https://www.personality-database.com/profile_images/24911.png?=undefined
43 / 22  ,ENFP,7w6,Knives Chau,   Scott Pilgrim vs. the World (2010),https://www.personality-database.com/profile_images/25333.png?=undefined
43 / 11  ,ENFP,7w8,Vivian Ward,   Pretty Woman (1990),https://www.personality-database.com/profile_images/11766.png?=undefined
43 / 16  ,ENFP,7w6,Miguel,   The Road to El Dorado (2000),https://www.personality-database.com/profile_images/9543.png?=undefined
43 / 17  ,ENFP,7w6,Holly Golightly,   Breakfast at Tiffany's (1961),https://www.personality-database.com/profile_images/9448.png?=undefined
43 / 13  ,ENFP,8w9,Abu,   Aladdin (1992),https://www.personality-database.com/profile_images/22790.png?=undefined
42 / 13  ,ENFP,7w8,Marv Merchants,   Home Alone (1990),https://www.personality-database.com/profile_images/31801.png?=undefined
42 / 15  ,ENFP,6w7,Rod Williams,   Get Out (2017),https://www.personality-database.com/profile_images/25525.png?=undefined
40 / 15  ,ENFP,7w6,Ray,   The Princess and the Frog (2009),https://www.personality-database.com/profile_images/14701.png?=undefined
39 / 11  ,ENFP,7w8,Leslie Burke,   Bridge to Terabithia (2007),https://www.personality-database.com/profile_images/32267.png?=undefined
38 / 12  ,ENFP,4w3,Tim Templeton,   Boss Baby (2017),https://www.personality-database.com/profile_images/39346.png?=undefined
37 / 14  ,ENFP,7w8,Ace Ventura,   Ace Ventura: Pet Detective (1994),https://www.personality-database.com/profile_images/31633.png?=undefined
36 / 13  ,ENFP,7w6,Michelle Flaherty,   American Pie,https://www.personality-database.com/profile_images/5393.png?=undefined
35 / 12  ,ENFP,6w7,"Jeremy ""Jem"" Finch",   To Kill a Mockingbird (1962),https://www.personality-database.com/profile_images/1181.png?=undefined
35 / 10  ,ENFP,8w7,Driss,   Intouchables (2011),https://www.personality-database.com/profile_images/9428.png?=undefined
35 / 24  ,ENFP,7w6,Fei Fei,   Over the Moon (2020),https://www.personality-database.com/profile_images/152297.png?=undefined
34 / 13  ,ENFP,3w2,Juror #12,   12 Angry Men (1957),https://www.personality-database.com/profile_images/2216.png?=undefined
34 / 9  ,ENFP,7w6,Kit Fisto,   Star Wars,https://www.personality-database.com/profile_images/15317.png?=undefined
33 / 12  ,ENFP,6w7,Rosie Dunne,"   Love, Rosie (2014)",https://www.personality-database.com/profile_images/19818.png?=undefined
33 / 13  ,ENFP,2w1,Audrey,   The Lorax (2012),https://www.personality-database.com/profile_images/10991.png?=undefined
32 / 8  ,ENFP,6w7,Rachel Chu,   Crazy Rich Asians (2018),https://www.personality-database.com/profile_images/29114.png?=undefined
32 / 13  ,ENFP,7w6,Koda,   Brother Bear (2003),https://www.personality-database.com/profile_images/13608.png?=undefined
31 / 5  ,ENFP,7w8,"Oswald Cobblepot ""The Penguin""",   Batman (1989-1992),https://www.personality-database.com/profile_images/29897.png?=undefined
31 / 16  ,ENFP,4w3,Juli Baker,   Flipped (2010),https://www.personality-database.com/profile_images/24883.png?=undefined
31 / 6  ,ENFP,7w6,Nearly Headless Nick,   Harry Potter (franchise),https://www.personality-database.com/profile_images/45165.png?=undefined
31 / 16  ,ENFP,3w2,Buster Moon,   Sing (2016),https://www.personality-database.com/profile_images/31337.png?=undefined
31 / 14  ,ENFP,7w6,Aro,   Twilight,https://www.personality-database.com/profile_images/43329.png?=undefined
30 / 9  ,ENFP,4w5,Agatha,   The Grand Budapest Hotel (2014),https://www.personality-database.com/profile_images/19784.png?=undefined
30 / 6  ,ENFP,7w6,Benny the Spaceman,   The Lego Movies,https://www.personality-database.com/profile_images/19661.png?=undefined
29 / 3  ,ENFP,3w2,Bram Greenfeld,"   Love, Simon (2018)",https://www.personality-database.com/profile_images/19817.png?=undefined
29 / 9  ,ENFP,7w6,Poppy,   Trolls (film),https://www.personality-database.com/profile_images/121787.png?=undefined
29 / 8  ,ENFP,7w6,Guido Orefice,   Life Is Beautiful (1997),https://www.personality-database.com/profile_images/11334.png?=undefined
29 / 5  ,ENFP,8w7,The Joker,   The Lego Movies,https://www.personality-database.com/profile_images/19647.png?=undefined
29 / 8  ,ENFP,2w3,Tank,   The Matrix Trilogy (The Matrix),https://www.personality-database.com/profile_images/306.png?=undefined
28 / 9  ,ENFP,7w6,Bert,   Mary Poppins (1964),https://www.personality-database.com/profile_images/36739.png?=undefined
28 / 10  ,ENFP,7w6,Frances Halladay,   Frances Ha (2012),https://www.personality-database.com/profile_images/24301.png?=undefined
27 / 8  ,ENFP,7w6,Jack Twist,   Brokeback Mountain (2005),https://www.personality-database.com/profile_images/22052.png?=undefined
27 / 10  ,ENFP,7w6,Michael Darling,   Peter Pan (1953),https://www.personality-database.com/profile_images/13859.png?=undefined
27 / 3  ,ENFP,7w8,Toulouse,   The Aristocats (1970),https://www.personality-database.com/profile_images/13690.png?=undefined
26 / 8  ,ENFP,3w2,Pat Solitano Jr.,   Silver Linings Playbook (2012),https://www.personality-database.com/profile_images/23270.png?=undefined
26 / 12  ,ENFP,6w5,Kip Dynamite,   Napoleon Dynamite (2004),https://www.personality-database.com/profile_images/19349.png?=undefined
26 / 12  ,ENFP,2w3,Joker,   The Lego Batman Movie (2017),https://www.personality-database.com/profile_images/71042.png?=undefined
26 / 9  ,ENFP,2w3,Nyota Uhura,   Star Trek (Kelvin Timeline),https://www.personality-database.com/profile_images/3232.png?=undefined
25 / 7  ,ENFP,7w6,Magic Carpet,   Aladdin (1992),https://www.personality-database.com/profile_images/36772.png?=undefined
24 / 10  ,ENFP,9w8,Fregley,   Diary of a Wimpy Kid,https://www.personality-database.com/profile_images/109216.png?=undefined
24 / 15  ,ENFP,5w4,Walter Beckett,   Spies in Disguise (2020),https://www.personality-database.com/profile_images/87969.png?=undefined
24 / 15  ,ENFP,7w8,Mama Odie,   The Princess and the Frog (2009),https://www.personality-database.com/profile_images/88785.png?=undefined
24 / 8  ,ENFP,3w2,Edward Bloom,   Big Fish (2003),https://www.personality-database.com/profile_images/49390.png?=undefined
24 / 6  ,ENFP,7w6,B. E. N.,   Treasure Planet (2002),https://www.personality-database.com/profile_images/5877.png?=undefined
24 / 15  ,ENFP,5w4,Walter Beckett,   Spies in Disguise (2020),https://www.personality-database.com/profile_images/87969.png?=undefined
24 / 8  ,ENFP,3w2,Edward Bloom,   Big Fish (2003),https://www.personality-database.com/profile_images/49390.png?=undefined
24 / 6  ,ENFP,7w6,B. E. N.,   Treasure Planet (2002),https://www.personality-database.com/profile_images/5877.png?=undefined
23 / 14  ,ENFP,8w7,Lucien Carr,   Kill Your Darlings (2013),https://www.personality-database.com/profile_images/107600.png?=undefined
23 / 5  ,ENFP,5w6,Riley Poole,   National Treasure (2004),https://www.personality-database.com/profile_images/13892.png?=undefined
23 / 9  ,ENFP,3w4,Riggan Thomson,   Birdman or (The Unexpected Virtue of Ignorance) (2014),https://www.personality-database.com/profile_images/2967.png?=undefined
23 / 14  ,ENFP,2w1,Joan,   Hereditary (2018),https://www.personality-database.com/profile_images/35353.png?=undefined
23 / 9  ,ENFP,2w3,Angelita,   K-12 (2019),https://www.personality-database.com/profile_images/57812.png?=undefined
23 / 11  ,ENFP,7w6,Jack Will,   Wonder (2017),https://www.personality-database.com/profile_images/14202.png?=undefined
22 / 5  ,ENFP,7w8,Bofur,   The Hobbit,https://www.personality-database.com/profile_images/17928.png?=undefined
22 / 11  ,ENFP,4w3,Margo Roth Spiegelman,   Paper Towns (2015),https://www.personality-database.com/profile_images/58265.png?=undefined
22 / 10  ,ENFP,7w6,Sophie Sheridan,   Mamma Mia! (2008),https://www.personality-database.com/profile_images/31181.png?=undefined
22 / 5  ,ENFP,6w7,Nicolas Flamel,   Fantastic Beasts,https://www.personality-database.com/profile_images/19453.png?=undefined
22 / 14  ,ENFP,7w8,Susan Atkins,   Once Upon a Time in Hollywood (2019),https://www.personality-database.com/profile_images/53321.png?=undefined
22 / 4  ,ENFP,2w3,Simon Masrani,   Jurassic Park / Jurassic World,https://www.personality-database.com/profile_images/2482.png?=undefined
22 / 5  ,ENFP,7w8,Bofur,   The Hobbit,https://www.personality-database.com/profile_images/17928.png?=undefined
22 / 9  ,ENFP,3w2,Jared,   Booksmart (2019),https://www.personality-database.com/profile_images/38766.png?=undefined
21 / 9  ,ENFP,7w6,Olive Hoover,   Little Miss Sunshine (2006),https://www.personality-database.com/profile_images/37902.png?=undefined
20 / 7  ,ENFP,7w6,Beetle,   Kubo and the Two Strings (2016),https://www.personality-database.com/profile_images/12807.png?=undefined
20 / 6  ,ENFP,7w6,The Wizard,   The Wizard of Oz (1939),https://www.personality-database.com/profile_images/21150.png?=undefined
20 / 6  ,ENFP,7w6,The Wizard,   The Wizard of Oz (1939),https://www.personality-database.com/profile_images/21150.png?=undefined
20 / 9  ,ENFP,7w6,Sherman,   Mr. Peabody & Sherman (2014),https://www.personality-database.com/profile_images/33079.png?=undefined
20 / 7  ,ENFP,7w6,Beetle,   Kubo and the Two Strings (2016),https://www.personality-database.com/profile_images/12807.png?=undefined
19 / 5  ,ENFP,7w8,Monica Rambeau,   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/29124.png?=undefined
19 / 8  ,ENFP,7w6,Merlin,   Shrek (Franchise),https://www.personality-database.com/profile_images/73052.png?=undefined
19 / 9  ,ENFP,7w6,Kate,   Last Christmas (2019),https://www.personality-database.com/profile_images/78812.png?=undefined
19 / 12  ,ENFP,7w6,Bumblebee,   Transformers (Bayverse),https://www.personality-database.com/profile_images/71496.png?=undefined
19 / 5  ,ENFP,9w8,Li Shen,   Kung Fu Panda (franchise),https://www.personality-database.com/profile_images/6511.png?=undefined
18 / 11  ,ENFP,2w1,Jane Caldwell,   Happiest Season (2020),https://www.personality-database.com/profile_images/224619.png?=undefined
18 / 7  ,ENFP,7w6,Lloyd Christmas,   Dumb and Dumber (1994),https://www.personality-database.com/profile_images/27214.png?=undefined
18 / 7  ,ENFP,7w6,Lloyd Christmas,   Dumb and Dumber (1994),https://www.personality-database.com/profile_images/27214.png?=undefined
18 / 8  ,ENFP,7w6,Mr. Brown,   Reservoir Dogs (1992),https://www.personality-database.com/profile_images/38518.png?=undefined
18 / 11  ,ENFP,2w1,Jane Caldwell,   Happiest Season (2020),https://www.personality-database.com/profile_images/224619.png?=undefined
17 / 8  ,ENFP,9w1,Yukio,   Deadpool (2016),https://www.personality-database.com/profile_images/72732.png?=undefined
17 / 6  ,ENFP,7w8,Alan Parrish,   Jumanji (1995),https://www.personality-database.com/profile_images/49473.png?=undefined
17 / 7  ,ENFP,4w3,Luigi,   Cars (Franchise),https://www.personality-database.com/profile_images/34709.png?=undefined
16 / 10  ,ENFP,7w6,Daniel Hillard,   Mrs. Doubtfire (1993),https://www.personality-database.com/profile_images/49470.png?=undefined
16 / 4  ,ENFP,4w5,Ralphie Parker,   A Christmas Story (1983),https://www.personality-database.com/images/profile_transparent.png
16 / 8  ,ENFP,7w6,Zeke Baylor,   High School Musical (Film Trilogy),https://www.personality-database.com/profile_images/27294.png?=undefined
16 / 5  ,ENFP,7w6,"Abigail ""Abby"" Mallard",   Chicken Little (2005),https://www.personality-database.com/profile_images/53645.png?=undefined
16 / 5  ,ENFP,7w8,Lux Lisbon,   The Virgin Suicides (1999),https://www.personality-database.com/profile_images/36051.png?=undefined
16 / 6  ,ENFP,7w6,Jof,   The Seventh Seal (1957),https://www.personality-database.com/profile_images/47696.png?=undefined
16 / 6  ,ENFP,2w3,Gidget,   The Secret Life of Pets (2016),https://www.personality-database.com/profile_images/45288.png?=undefined
16 / 4  ,ENFP,7w6,Hedwig,   Split (2016),https://www.personality-database.com/profile_images/24821.png?=undefined
16 / 5  ,ENFP,7w6,"Abigail ""Abby"" Mallard",   Chicken Little (2005),https://www.personality-database.com/profile_images/53645.png?=undefined
16 / 10  ,ENFP,7w6,Daniel Hillard,   Mrs. Doubtfire (1993),https://www.personality-database.com/profile_images/49470.png?=undefined
16 / 7  ,ENFP,7w8,Abbie Hoffman,   The Trial of the Chicago 7 (2020),https://www.personality-database.com/profile_images/205602.png?=undefined
16 / 4  ,ENFP,4w5,Ralphie Parker,   A Christmas Story (1983),https://www.personality-database.com/images/profile_transparent.png
16 / 3  ,ENFP,7w6,Griffin,   Men in Black,https://www.personality-database.com/profile_images/38857.png?=undefined
16 / 8  ,ENFP,7w6,Zeke Baylor,   High School Musical (Film Trilogy),https://www.personality-database.com/profile_images/27294.png?=undefined
16 / 6  ,ENFP,2w3,Robin,   The Lego Movies,https://www.personality-database.com/profile_images/19648.png?=undefined
15 / 2  ,ENFP,,Richmond Valentine,   Kingsman,https://www.personality-database.com/profile_images/43391.png?=undefined
15 / 8  ,ENFP,4w3,Gordon Deitrich,   V for Vendetta (2005),https://www.personality-database.com/profile_images/31457.png?=undefined
15 / 5  ,ENFP,2w3,Cindy Lou Who,   The Grinch (2018),https://www.personality-database.com/profile_images/79928.png?=undefined
15 / 6  ,ENFP,7w6,Tipo,   The Emperor's New Groove (2000),https://www.personality-database.com/profile_images/13889.png?=undefined
15 / 14  ,ENFP,1w2,Steven Strange,   Dr. Strange (1978),https://www.personality-database.com/profile_images/133165.png?=undefined
15 / 6  ,ENFP,,Officer Michaels,   Superbad (2007),https://www.personality-database.com/profile_images/23670.png?=undefined
15 / 8  ,ENFP,7w6,Bibble,   Barbie: Fairytopia (2005),https://www.personality-database.com/profile_images/57407.png?=undefined
15 / 7  ,ENFP,4w3,Lettie Lutz,   The Greatest Showman (2017),https://www.personality-database.com/profile_images/90852.png?=undefined
15 / 1  ,ENFP,6w7,Tammy,   Ocean's 8 (2018),https://www.personality-database.com/profile_images/19637.png?=undefined
15 / 8  ,ENFP,7w6,Bibble,   Barbie: Fairytopia (2005),https://www.personality-database.com/profile_images/57407.png?=undefined
15 / 7  ,ENFP,4w3,Lettie Lutz,   The Greatest Showman (2017),https://www.personality-database.com/profile_images/90852.png?=undefined
15 / 6  ,ENFP,7w6,Tipo,   The Emperor's New Groove (2000),https://www.personality-database.com/profile_images/13889.png?=undefined
15 / 8  ,ENFP,4w3,Gordon Deitrich,   V for Vendetta (2005),https://www.personality-database.com/profile_images/31457.png?=undefined
15 / 10  ,ENFP,6w7,Vert Wheeler,   Hot Wheels World Race / AcceleRacers,https://www.personality-database.com/profile_images/54232.png?=undefined
14 / 5  ,ENFP,6w7,Grace Hart / Gracie-Lou Freebush,   Miss Congeniality ( 2000-2005),https://www.personality-database.com/profile_images/93643.png?=undefined
14 / 5  ,ENFP,7w6,Dani Dennison,   Hocus Pocus (1993),https://www.personality-database.com/profile_images/8851.png?=undefined
14 / 6  ,ENFP,2w1,Martha,   The Secret Garden (1993),https://www.personality-database.com/profile_images/133151.png?=undefined
14 / 6  ,ENFP,6w7,Bruce Nolan,   Bruce Almighty (2003),https://www.personality-database.com/profile_images/35439.png?=undefined
14 / 8  ,ENFP,9w1,"Judy Barton ""Madeleine Elster""",   Vertigo (1958),https://www.personality-database.com/profile_images/30498.png?=undefined
14 / 6  ,ENFP,6w7,Bruce Nolan,   Bruce Almighty (2003),https://www.personality-database.com/profile_images/35439.png?=undefined
14 / 3  ,ENFP,2w3,Jamey,   Sierra Burgess Is a Loser (2018),https://www.personality-database.com/images/profile_transparent.png
14 / 6  ,ENFP,2w1,Martha,   The Secret Garden (1993),https://www.personality-database.com/profile_images/133151.png?=undefined
